Provisioning Status
Subscription ID,Subscription Name,Order Id,Description,Billing Date(Anniversary Date),Offer Name,Service Name,Subs Status,Subs Extra Status,Provisioning Status
"""2f0b3aa9-b433-4063-afca-9b304cc8bcc9""","""Pay-As-You-Go""","""b490c95c-c8de-4272-afe4-88a9c799045e""","""Pay-As-You-Go""",12,,"""Azure Service Component""",Enabled,None,Provisioned

Statement
Billing Period,Meter Category,Meter Sub-category,Meter Name,Meter Region,SKU,Unit,Consumed Quantity,Included Quantity,Within Commitment,Overage Quantity,Currency,Overage,Commitment Rate,Rate,Value
6/22/2018,"""Data Management""","""923978e1-fd3f-4bd5-a798-f4b533057e46""",,"""Standard IO - Block Blob Delete Operation Units (in 10,000s)""",,"""10,000s""",0.0274,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/22/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.092519,"""westus""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/virtualMachines/ependysis""","""{}""","""{""ImageType"":"""",""ServiceType"":"""",""VMName"":"""",""VMProperties"":"""",""UsageType"":""DataTrIn""}""",,
6/22/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/22/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/22/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/22/2018,"""Data Management""","""40551b4c-e8be-48ed-b70b-f8d25c7de724""",,"""Standard IO - Block Blob Read Operation Units (in 10,000s)""",,"""10,000s""",0.3562,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/22/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/22/2018,"""Networking""","""0c4d13cb-7134-4be8-a6fa-a52fdcb87e4c""","""Geo Redundant""","""Data transfer - Geo-Replication (GB)""","""US West""","""GB""",0.001251,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/22/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/22/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/22/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000096,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/22/2018,"""Data Management""","""211e620c-ebcf-4db5-a7fd-996abebe9546""",,"""Standard IO - Block Blob Write Operation Units (in 10,000s)""",,"""10,000s""",0.0277,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/22/2018,"""Data Management""","""42e2a22f-fabf-41ea-a21e-e86bb3ff5799""",,"""Standard IO - Disk Read Operation Units (in 10,000s)""",,"""10,000s""",0.0552,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/22/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000010,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/23/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/23/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000042,"""westus""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/virtualMachines/ependysis""","""{}""","""{""ImageType"":"""",""ServiceType"":"""",""VMName"":"""",""VMProperties"":"""",""UsageType"":""DataTrOut""}""",,
6/23/2018,"""Virtual Machines""","""d101de3e-ae70-48bb-8605-64fcd0a3ce8f""","""Standard_D4_v3 VM (Windows)""","""Compute Hours""","""US West""","""Hours""",1.0,"""westus""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/virtualMachines/ependysis""","""{}""","""{""ImageType"":"""",""ServiceType"":""Standard_D4s_v3"",""VMName"":"""",""VMProperties"":"""",""UsageType"":""ComputeHR""}""",,
6/23/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0140,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000488,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/23/2018,"""Networking""","""431b835b-2538-4faa-8763-8202f3fdbbb4""","""VPN Gateway""","""VpnGw1""",,"""Hours""",24.000000,,"""Virtual Network""",,"""azure-sample-vnet""","""{}""","""{}""",,
6/23/2018,"""Networking""","""f114cb19-ea64-40b5-bcd7-aee474b62853""","""Public IP Addresses""","""IP Address Hours""",,"""Hours""",1.69999999999999989,"""westus""","""Microsoft.Network""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Network/publicIPAddresses/ependysis-ip""","""{}""","""{}""",,
6/23/2018,"""Data Management""","""c80a3636-2edb-4248-bcb1-04ef818a75ac""",,"""Standard IO - Disk Write Operation Units (in 10,000s)""",,"""10,000s""",0.0242,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Data Management""","""923978e1-fd3f-4bd5-a798-f4b533057e46""",,"""Standard IO - Block Blob Delete Operation Units (in 10,000s)""",,"""10,000s""",0.0121,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000048,"""westus""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/virtualMachines/ependysis""","""{}""","""{""ImageType"":"""",""ServiceType"":"""",""VMName"":"""",""VMProperties"":"""",""UsageType"":""DataTrIn""}""",,
6/23/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/23/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/23/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/23/2018,"""Data Management""","""40551b4c-e8be-48ed-b70b-f8d25c7de724""",,"""Standard IO - Block Blob Read Operation Units (in 10,000s)""",,"""10,000s""",0.1585,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/23/2018,"""Networking""","""0c4d13cb-7134-4be8-a6fa-a52fdcb87e4c""","""Geo Redundant""","""Data transfer - Geo-Replication (GB)""","""US West""","""GB""",0.001251,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/23/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/23/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/23/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000096,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Business Analytics""","""5a5be520-1a9f-4f13-8e0d-bc4aad63d41f""","""Azure Data Catalog""","""Users""",,"""1 User""",0.032258064516129031,"""westcentralus""","""Microsoft.DataCatalog""","""katalogos""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/katalogos/providers/Microsoft.DataCatalog/catalogs/katalogos""","""{}""","""{}""",,
6/23/2018,"""Data Management""","""211e620c-ebcf-4db5-a7fd-996abebe9546""",,"""Standard IO - Block Blob Write Operation Units (in 10,000s)""",,"""10,000s""",0.0121,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Data Management""","""42e2a22f-fabf-41ea-a21e-e86bb3ff5799""",,"""Standard IO - Disk Read Operation Units (in 10,000s)""",,"""10,000s""",0.0242,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/23/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000056,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/24/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/24/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/24/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000495,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/24/2018,"""Networking""","""431b835b-2538-4faa-8763-8202f3fdbbb4""","""VPN Gateway""","""VpnGw1""",,"""Hours""",24.000000,,"""Virtual Network""",,"""azure-sample-vnet""","""{}""","""{}""",,
6/24/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/24/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/24/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/24/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/24/2018,"""Networking""","""0c4d13cb-7134-4be8-a6fa-a52fdcb87e4c""","""Geo Redundant""","""Data transfer - Geo-Replication (GB)""","""US West""","""GB""",0.001251,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/24/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/24/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/24/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000096,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/24/2018,"""Business Analytics""","""5a5be520-1a9f-4f13-8e0d-bc4aad63d41f""","""Azure Data Catalog""","""Users""",,"""1 User""",0.032258064516129031,"""westcentralus""","""Microsoft.DataCatalog""","""katalogos""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/katalogos/providers/Microsoft.DataCatalog/catalogs/katalogos""","""{}""","""{}""",,
6/24/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000080,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
6/25/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/25/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
